hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=0.9L_w=0.1L,vacuum,success,4.738697700344829,6.946746435450754,-0.31785365359497975,70.42839171502476,86.8,-0.18861299867483003,-3.3411445479541317,0.7987531123767708,3.3038416456685096,5993.999999999999,0.7818336879288345,0.3816020773661724,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=0.9L_w=0.25L,vacuum,success,3.3860712573149696,6.946746435450754,-0.5125673164007954,54.95998086557717,86.8,-0.3668204969403552,-6.49796308865772,3.418240005045121,21.376588500177455,3995.999999999999,0.8913072069212346,0.3252155064641918,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=1.1L_w=0.1L,vacuum,success,4.467788214436083,6.946746435450754,-0.3568516922345128,59.92498917943088,86.8,-0.30961994032913737,-5.484696085830433,2.1130937259195264,9.557754481952813,3995.999999999999,0.7171091307677564,0.29302018809567415,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=1.1L_w=0.25L,vacuum,success,3.547787168251056,6.946746435450754,-0.4892879420291018,58.37808870988722,86.8,-0.3274413743100551,-5.8003900592066895,4.135871107460656,29.145751234328866,2996.9999999999995,0.9401128385490566,0.3502001905650977,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=1L_w=0.1L,vacuum,success,4.846920951257183,6.946746435450754,-0.30227466968964145,73.068878007299,86.8,-0.15819264968549526,-2.802269794428773,0.7115470159291698,4.195925291591243,4994.999999999999,0.7676446531952422,0.40158097787414876,
H1b,L38-hist,3p0kW,Xe3,a=1/32_b=0.9_c=1L_w=0.25L,vacuum,success,4.319514185949378,6.946746435450754,-0.37819607695683827,75.55033941896818,86.8,-0.1296043845740994,-2.2958490981697603,3.39228495870907,20.431986671476814,9989.999999999998,0.9695847453516354,0.481739355596839,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=0.9L_w=0.1L,vacuum,success,11.769154639130795,6.946746435450754,0.6941966643650971,95.66358655913658,86.8,0.10211505252461495,1.8088952161503216,0.0008962767212702525,0.006291770251841595,5993.999999999999,0.30981897802880665,0.28347988077331815,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=0.9L_w=0.25L,vacuum,success,9.554096471853118,6.946746435450754,0.37533398701534454,96.93802602197772,86.8,0.11679753481541151,2.0689849024444324,0.015212344082439405,0.06375219103855151,6992.999999999998,0.38385564662286004,0.3585691434649093,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=1.1L_w=0.1L,vacuum,success,12.109406919753297,6.946746435450754,0.7431767565253811,96.17372857098398,86.8,0.10799226464267259,1.9130058308130569,0.003639034102634901,0.022106224167970735,5993.999999999999,0.3014083416307742,0.2784609024386869,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=1.1L_w=0.25L,vacuum,success,9.91544814452645,6.946746435450754,0.42735138480451346,97.43030443090906,86.8,0.12246894505655605,2.169449883858993,0.05553214272882365,0.19782431114558066,5993.999999999999,0.3692763896104595,0.3490197184772091,
