eta_c,C_D,K_back,CR_passive,eta_open,unresolved_fraction,converged,scattering,mean_wall_hits,mass_kg,alpha,theta_deg,L_over_d,phi,d_mm,species
0.7778008958982868,2.7226481216781733,0.33955,154.13213143377328,0.86475,0.0,True,maxwell,1.9519166666666667,1.495233,0.8,2.0,3,0.9,10.0,N2
0.7395251341284073,2.710947561711602,0.3397,146.48254334181476,0.8248333333333333,0.0,True,maxwell,2.5315,1.495233,0.8,5.0,3,0.9,10.0,N2
0.7589250000000001,2.7290239930070297,0.272,187.7407010130785,0.84325,0.0,True,maxwell,2.30625,1.495233,1.0,0.0,3,0.9,10.0,N2
0.7502177090725597,2.72710118107289,0.27435,183.9970359546192,0.8340833333333333,0.0,True,maxwell,2.4605,1.495233,1.0,2.0,3,0.9,10.0,N2
0.7008976847098998,2.7167132091685158,0.2744,171.86957309628366,0.78175,0.0,True,maxwell,3.2176666666666667,1.495233,1.0,5.0,3,0.9,10.0,N2
0.8,2.72124055266424,0.9992,60.60641062575213,1.0,0.0,True,maxwell,0.5450833333333334,2.21373,0.0,0.0,5,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.9996,60.54525334659762,1.0,0.0,True,maxwell,0.5764166666666667,2.21373,0.0,2.0,5,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.99915,60.37880629314608,1.0,0.0,True,maxwell,0.7548333333333334,2.21373,0.0,5.0,5,0.8,10.0,N2
0.7589333333333333,2.7262580368461906,0.59285,96.90357648937496,0.9486666666666668,0.0,True,maxwell,1.50325,2.21373,0.2,0.0,5,0.8,10.0,N2
0.7545400743994173,2.723566298601959,0.59445,96.08331569133342,0.94375,0.0,True,maxwell,1.6104166666666666,2.21373,0.2,2.0,5,0.8,10.0,N2
0.7405711385614037,2.7079126149873454,0.585,95.8278885350774,0.92925,0.0,True,maxwell,2.105916666666667,2.21373,0.2,5.0,5,0.8,10.0,N2
0.6918000000000001,2.736141749821974,0.36725,142.59350871000206,0.86475,0.0,True,maxwell,3.2038333333333333,2.21373,0.5,0.0,5,0.8,10.0,N2
0.6881138974302149,2.733290130135049,0.3674,141.77582380988818,0.8606666666666667,0.0,True,maxwell,3.3196666666666665,2.21373,0.5,2.0,5,0.8,10.0,N2
0.652308288310475,2.720923826792927,0.3605,136.97100112602433,0.8185,0.0,True,maxwell,4.330666666666667,2.21373,0.5,5.0,5,0.8,10.0,N2
0.6287333333333334,2.746243644382024,0.24505,194.21947744153545,0.7859166666666667,0.0,True,maxwell,5.46225,2.21373,0.8,0.0,5,0.8,10.0,N2
0.6229536155085698,2.7438988020505737,0.25065,188.1347428496481,0.7791666666666667,0.0,True,maxwell,5.793333333333333,2.21373,0.8,2.0,5,0.8,10.0,N2
0.5697569543286056,2.7337909646635787,0.25315,170.36983602494885,0.7149166666666666,0.0,True,maxwell,7.26225,2.21373,0.8,5.0,5,0.8,10.0,N2
0.5922,2.752384667672952,0.18905,237.12247738344584,0.74025,0.0,True,maxwell,7.343666666666667,2.21373,1.0,0.0,5,0.8,10.0,N2
0.5799798099467486,2.750616551651316,0.1914,229.3780963993293,0.7254166666666667,0.0,True,maxwell,7.70825,2.21373,1.0,2.0,5,0.8,10.0,N2
0.5140364642153407,2.743197145553306,0.18955,205.282128085091,0.645,0.0,True,maxwell,9.659166666666666,2.21373,1.0,5.0,5,0.8,10.0,N2
0.9,2.708567624049933,0.9992,60.60641062575214,1.0,0.0,True,maxwell,0.5450833333333334,2.490075,0.0,0.0,5,0.9,10.0,N2
0.8994517443171862,2.705259591489243,0.9996,60.545253346597626,1.0,0.0,True,maxwell,0.5764166666666667,2.490075,0.0,2.0,5,0.9,10.0,N2
0.896575228282571,2.688217695665743,0.99915,60.37880629314608,1.0,0.0,True,maxwell,0.7548333333333334,2.490075,0.0,5.0,5,0.9,10.0,N2
0.8538,2.714212293754627,0.59285,96.90357648937496,0.9486666666666668,0.0,True,maxwell,1.50325,2.490075,0.2,0.0,5,0.9,10.0,N2
0.8488575836993445,2.7116032300404407,0.59445,96.08331569133348,0.94375,0.0,True,maxwell,1.6104166666666666,2.490075,0.2,2.0,5,0.9,10.0,N2
0.8331425308815791,2.6961878547310083,0.585,95.8278885350774,0.92925,0.0,True,maxwell,2.105916666666667,2.490075,0.2,5.0,5,0.9,10.0,N2
