# Song, Cho, Karwasz, Kokoouline & Tennyson, J. Phys. Chem. Ref. Data 52, 023104 (2023), doi:10.1063/5.0150618,
# Fig. 19, vector paths from the NSF Public Access Repository copy https://par.nsf.gov/servlets/purl/10526876
# (sha256 f35b73d1f5f11291e6d844cdd8e324f99b6f5b17a9661d2568fca59e9604875d); extracted by scripts/chemistry/n2_domain_extension_requirements.py --extract-fig19.
# Frame: x log10 from ticks 10 eV (x=348.774 pt) and 1000 eV (534.467 pt); y linear from ticks 0.0 (223.626 pt)
# and 3.0 (86.866 pt) in 1e-16 cm^2. Series identified by the figure LEGEND (Majeed = green dashed, Kawaguchi =
# magenta solid); the caption says the reverse (broken/solid) - the text (Kawaguchi 'somewhat lower', Majeed uses
# Cosby) agrees with the legend. Markers: bounding-box centre (anchor ambiguity <= 0.5 pt ~ 0.011e-16 cm^2).
# Evidence: digitized (vector) from a secondary figure; MS1997/Kawaguchi primaries not accessed (abstract only).
series,x_pt,y_pt,E_eV,sigma_1e-16cm2
Kawaguchi2021_curve,452.0150,183.4770,129.4058,0.88072
Kawaguchi2021_curve,452.2560,183.5580,130.1815,0.87894
Kawaguchi2021_curve,452.4738,183.6591,130.8866,0.87672
Kawaguchi2021_curve,452.6926,183.7580,131.5987,0.87455
Kawaguchi2021_curve,452.9122,183.8549,132.3174,0.87243
Kawaguchi2021_curve,453.1324,183.9501,133.0419,0.87034
Kawaguchi2021_curve,453.3531,184.0439,133.7721,0.86828
Kawaguchi2021_curve,453.5740,184.1364,134.5070,0.86625
Kawaguchi2021_curve,453.7950,184.2278,135.2462,0.86425
Kawaguchi2021_curve,454.0159,184.3185,135.9891,0.86226
Kawaguchi2021_curve,454.2366,184.4086,136.7355,0.86028
Kawaguchi2021_curve,454.4568,184.4984,137.4842,0.85831
Kawaguchi2021_curve,454.6763,184.5881,138.2347,0.85634
Kawaguchi2021_curve,454.8950,184.6780,138.9865,0.85437
Kawaguchi2021_curve,455.0550,184.7570,139.5391,0.85264
Kawaguchi2021_curve,455.2150,184.8380,140.0939,0.85086
Kawaguchi2021_curve,455.3750,184.8380,140.6509,0.85086
Kawaguchi2021_curve,455.5350,184.9170,141.2101,0.84913
Kawaguchi2021_curve,455.6950,184.9970,141.7715,0.84737
Kawaguchi2021_curve,455.7740,185.0770,142.0495,0.84562
Kawaguchi2021_curve,455.9350,185.1580,142.6178,0.84384
Kawaguchi2021_curve,456.0950,185.1580,143.1849,0.84384
Kawaguchi2021_curve,456.4150,185.3160,144.3257,0.84038
Kawaguchi2021_curve,456.5740,185.3970,144.8959,0.83860
Kawaguchi2021_curve,456.6574,185.4281,145.1959,0.83792
Kawaguchi2021_curve,456.7357,185.4584,145.4781,0.83725
Kawaguchi2021_curve,456.8098,185.4883,145.7457,0.83660
Kawaguchi2021_curve,456.8808,185.5183,146.0026,0.83594
Kawaguchi2021_curve,456.9497,185.5485,146.2523,0.83528
Kawaguchi2021_curve,457.0174,185.5794,146.4980,0.83460
Kawaguchi2021_curve,457.0849,185.6112,146.7435,0.83390
Kawaguchi2021_curve,457.1532,185.6444,146.9922,0.83317
Kawaguchi2021_curve,457.2233,185.6792,147.2480,0.83241
Kawaguchi2021_curve,457.2961,185.7161,147.5141,0.83160
Kawaguchi2021_curve,457.3727,185.7552,147.7946,0.83074
Kawaguchi2021_curve,457.4540,185.7970,148.0929,0.82983
Kawaguchi2021_curve,457.5340,185.8780,148.3870,0.82805
Kawaguchi2021_curve,457.6940,185.8780,148.9769,0.82805
Kawaguchi2021_curve,458.0140,186.0359,150.1639,0.82459
Kawaguchi2021_curve,458.1730,186.1170,150.7572,0.82281
Kawaguchi2021_curve,458.3340,186.1960,151.3604,0.82107
Kawaguchi2021_curve,458.4140,186.2770,151.6610,0.81930
Kawaguchi2021_curve,458.5730,186.3560,152.2602,0.81756
Kawaguchi2021_curve,458.7330,186.3560,152.8655,0.81756
Kawaguchi2021_curve,458.8940,186.4370,153.4771,0.81579
Kawaguchi2021_curve,459.0540,186.5160,154.0873,0.81405
Kawaguchi2021_curve,459.1340,186.5970,154.3933,0.81228
Kawaguchi2021_curve,459.2930,186.6770,155.0033,0.81052
Kawaguchi2021_curve,459.4530,186.7560,155.6196,0.80879
Kawaguchi2021_curve,459.6130,186.8370,156.2383,0.80701
Kawaguchi2021_curve,459.7730,186.9160,156.8595,0.80528
Kawaguchi2021_curve,459.9340,186.9160,157.4871,0.80528
Kawaguchi2021_curve,460.0930,186.9970,158.1093,0.80350
Kawaguchi2021_curve,460.1730,187.0760,158.4233,0.80177
Kawaguchi2021_curve,460.3330,187.1570,159.0532,0.79999
Kawaguchi2021_curve,460.4930,187.2360,159.6855,0.79826
Kawaguchi2021_curve,460.6530,187.3170,160.3204,0.79648
Kawaguchi2021_curve,460.8130,187.3960,160.9578,0.79475
Kawaguchi2021_curve,460.9740,187.4750,161.6018,0.79302
Kawaguchi2021_curve,461.1340,187.5560,162.2443,0.79124
Kawaguchi2021_curve,461.2920,187.5560,162.8813,0.79124
Kawaguchi2021_curve,461.3706,187.6051,163.1991,0.79016
Kawaguchi2021_curve,461.4452,187.6506,163.5013,0.78916
Kawaguchi2021_curve,461.5166,187.6933,163.7911,0.78823
Kawaguchi2021_curve,461.5857,187.7336,164.0720,0.78734
Kawaguchi2021_curve,461.6536,187.7721,164.3485,0.78650
Kawaguchi2021_curve,461.7211,187.8092,164.6239,0.78569
Kawaguchi2021_curve,461.7893,187.8457,164.9025,0.78489
Kawaguchi2021_curve,461.8590,187.8821,165.1878,0.78409
Kawaguchi2021_curve,461.9312,187.9188,165.4839,0.78328
Kawaguchi2021_curve,462.0068,187.9565,165.7944,0.78245
Kawaguchi2021_curve,462.0867,187.9957,166.1233,0.78159
Kawaguchi2021_curve,462.1720,188.0370,166.4751,0.78069
Kawaguchi2021_curve,462.4920,188.1950,167.8015,0.77722
Kawaguchi2021_curve,462.6037,188.2567,168.2670,0.77587
Kawaguchi2021_curve,462.6925,188.2995,168.6379,0.77493
Kawaguchi2021_curve,462.7637,188.3275,168.9360,0.77432
Kawaguchi2021_curve,462.8222,188.3450,169.1812,0.77393
Kawaguchi2021_curve,462.8734,188.3558,169.3962,0.77370
Kawaguchi2021_curve,462.9221,188.3644,169.6009,0.77351
Kawaguchi2021_curve,462.9737,188.3746,169.8181,0.77328
Kawaguchi2021_curve,463.0331,188.3907,170.0684,0.77293
Kawaguchi2021_curve,463.1056,188.4168,170.3745,0.77236
Kawaguchi2021_curve,463.1961,188.4569,170.7573,0.77148
Kawaguchi2021_curve,463.3099,188.5153,171.2399,0.77020
Kawaguchi2021_curve,463.4520,188.5960,171.8444,0.76843
Kawaguchi2021_curve,463.6120,188.6760,172.5276,0.76667
Kawaguchi2021_curve,463.7710,188.7570,173.2093,0.76489
Kawaguchi2021_curve,463.9320,188.8360,173.9023,0.76316
Kawaguchi2021_curve,464.0920,188.9160,174.5937,0.76141
Kawaguchi2021_curve,464.6448,189.1556,177.0037,0.75615
Kawaguchi2021_curve,465.1998,189.3931,179.4568,0.75094
Kawaguchi2021_curve,465.7569,189.6287,181.9534,0.74577
Kawaguchi2021_curve,466.3157,189.8628,184.4925,0.74064
Kawaguchi2021_curve,466.8759,190.0957,187.0736,0.73553
Kawaguchi2021_curve,467.4371,190.3276,189.6954,0.73044
Kawaguchi2021_curve,467.9991,190.5589,192.3578,0.72537
Kawaguchi2021_curve,468.5616,190.7898,195.0600,0.72030
Kawaguchi2021_curve,469.1243,191.0207,197.8011,0.71524
Kawaguchi2021_curve,469.6868,191.2519,200.5798,0.71017
Kawaguchi2021_curve,470.2488,191.4835,203.3949,0.70509
Kawaguchi2021_curve,470.8100,191.7160,206.2455,0.69999
Kawaguchi2021_curve,471.0500,191.7950,207.4767,0.69825
Kawaguchi2021_curve,471.2890,191.8750,208.7101,0.69650
Kawaguchi2021_curve,471.5290,192.0350,209.9561,0.69299
Kawaguchi2021_curve,471.7700,192.1150,211.2147,0.69123
Kawaguchi2021_curve,472.0090,192.1950,212.4703,0.68948
Kawaguchi2021_curve,472.0090,192.1960,212.4703,0.68946
Kawaguchi2021_curve,472.2490,192.2740,213.7387,0.68774
Kawaguchi2021_curve,472.4890,192.4350,215.0147,0.68421
Kawaguchi2021_curve,474.8418,193.3664,227.9339,0.66378
Kawaguchi2021_curve,477.1974,194.2673,241.6461,0.64402
Kawaguchi2021_curve,479.5567,195.1398,256.2067,0.62488
Kawaguchi2021_curve,481.9207,195.9858,271.6764,0.60632
Kawaguchi2021_curve,484.2904,196.8071,288.1208,0.58831
Kawaguchi2021_curve,486.6668,197.6059,305.6114,0.57078
Kawaguchi2021_curve,489.0507,198.3839,324.2241,0.55372
Kawaguchi2021_curve,491.4433,199.1432,344.0446,0.53706
Kawaguchi2021_curve,493.8454,199.8857,365.1628,0.52077
Kawaguchi2021_curve,496.2581,200.6134,387.6791,0.50481
Kawaguchi2021_curve,498.6823,201.3282,411.7012,0.48913
Kawaguchi2021_curve,501.1190,202.0320,437.3474,0.47369
Kawaguchi2021_curve,501.5180,202.1130,441.6965,0.47191
Kawaguchi2021_curve,501.9190,202.2710,446.1110,0.46845
Kawaguchi2021_curve,502.3180,202.3520,450.5472,0.46667
Kawaguchi2021_curve,503.6380,202.7241,465.5403,0.45851
Kawaguchi2021_curve,504.9620,203.0907,481.0801,0.45047
Kawaguchi2021_curve,506.2896,203.4520,497.1830,0.44254
Kawaguchi2021_curve,507.6202,203.8082,513.8631,0.43473
Kawaguchi2021_curve,508.9534,204.1598,531.1371,0.42702
Kawaguchi2021_curve,510.2885,204.5069,549.0176,0.41940
Kawaguchi2021_curve,511.6252,204.8497,567.5226,0.41188
Kawaguchi2021_curve,512.9628,205.1887,586.6644,0.40445
Kawaguchi2021_curve,514.3009,205.5241,606.4594,0.39709
Kawaguchi2021_curve,515.6390,205.8560,626.9222,0.38981
Kawaguchi2021_curve,516.9765,206.1849,648.0659,0.38259
Kawaguchi2021_curve,518.3130,206.5110,669.9061,0.37544
Kawaguchi2021_curve,518.7130,206.5910,676.5846,0.37368
Kawaguchi2021_curve,519.1120,206.7500,683.3127,0.37020
Kawaguchi2021_curve,520.2298,207.0027,702.5201,0.36465
Kawaguchi2021_curve,521.3504,207.2557,722.3175,0.35910
Kawaguchi2021_curve,522.4729,207.5089,742.7078,0.35355
Kawaguchi2021_curve,523.5968,207.7624,763.7002,0.34799
Kawaguchi2021_curve,524.7211,208.0160,785.2937,0.34242
Kawaguchi2021_curve,525.8454,208.2696,807.4978,0.33686
Kawaguchi2021_curve,526.9688,208.5233,830.3112,0.33130
Kawaguchi2021_curve,528.0906,208.7770,853.7352,0.32573
Kawaguchi2021_curve,529.2102,209.0305,877.7722,0.32017
Kawaguchi2021_curve,530.3267,209.2839,902.4165,0.31461
Kawaguchi2021_curve,531.4396,209.5371,927.6700,0.30906
Kawaguchi2021_curve,532.5480,209.7900,953.5237,0.30351
Kawaguchi2021_curve,532.7080,209.7900,957.3148,0.30351
Kawaguchi2021_curve,532.8680,209.8700,961.1209,0.30175
Kawaguchi2021_curve,534.5471,210.1890,1001.9884,0.29476
Winters1966_N_points,381.6805,184.2370,22.6161,0.86405
Winters1966_N_points,389.1185,169.9210,27.1975,1.17809
Winters1966_N_points,396.8750,164.8025,32.9663,1.29037
Winters1966_N_points,402.5545,163.6830,37.9526,1.31492
Winters1966_N_points,412.4695,162.0830,48.5322,1.35002
Winters1966_N_points,420.4665,160.4035,59.1782,1.38686
Winters1966_N_points,426.5450,163.1230,68.8066,1.32721
Winters1966_N_points,434.7015,157.9245,84.2324,1.44124
Winters1966_N_points,441.0995,158.1640,98.7162,1.43599
Winters1966_N_points,446.2975,162.2430,112.2984,1.34651
Winters1966_N_points,451.4160,163.6830,127.4976,1.31492
Winters1966_N_points,457.0140,165.6825,146.4857,1.27106
Winters1966_N_points,463.3320,167.8415,171.3338,1.22370
Winters1966_N_points,469.0105,169.2815,197.2437,1.19211
Winters1966_N_points,477.9665,173.9200,246.2994,1.09036
Winters1966_N_points,485.4040,177.5990,296.1888,1.00966
Cosby_diamonds_calibration,356.1295,223.1450,12.0011,0.01055
Cosby_diamonds_calibration,362.3680,221.7860,14.0092,0.04036
Cosby_diamonds_calibration,367.7260,214.5090,16.0001,0.19999
Cosby_diamonds_calibration,372.4440,207.2300,17.9861,0.35967
Cosby_diamonds_calibration,376.6830,199.9525,19.9799,0.51931
Cosby_diamonds_calibration,385.7200,183.9570,24.9992,0.87019
Cosby_diamonds_calibration,393.0760,176.2000,30.0022,1.04035
Cosby_diamonds_calibration,404.6730,171.2410,39.9998,1.14913
Cosby_diamonds_calibration,413.7100,167.5620,50.0485,1.22983
Cosby_diamonds_calibration,420.9870,167.5620,59.9470,1.22983
Cosby_diamonds_calibration,432.5830,168.9215,79.9212,1.20001
Cosby_diamonds_calibration,441.6200,170.7600,99.9988,1.15968
Cosby_diamonds_calibration,450.6560,173.4795,125.1171,1.10003
Cosby_diamonds_calibration,457.9335,176.2000,149.8644,1.04035
Cosby_diamonds_calibration,464.1720,178.5180,174.9404,0.98950
Cosby_diamonds_calibration,469.5290,180.3580,199.7963,0.94914
Cosby_errorbar_top,372.4440,198.9930,17.9861,0.54036
Cosby_errorbar_bottom,372.4440,215.3880,17.9861,0.18071
Cosby_errorbar_top,376.6840,190.8350,19.9804,0.71931
Cosby_errorbar_bottom,376.6840,209.0700,19.9804,0.31930
Cosby_errorbar_top,385.7190,176.2000,24.9986,1.04035
Cosby_errorbar_bottom,385.7190,191.7160,24.9986,0.69999
Cosby_errorbar_top,393.0770,166.2029,30.0029,1.25965
Cosby_errorbar_bottom,393.0770,186.2770,30.0029,0.81930
Cosby_errorbar_top,404.6720,159.3240,39.9988,1.41054
Cosby_errorbar_bottom,404.6720,183.0779,39.9988,0.88947
Cosby_errorbar_top,413.7100,157.9660,50.0485,1.44033
Cosby_errorbar_bottom,413.7100,177.1590,50.0485,1.01931
Cosby_errorbar_top,420.9870,156.6050,59.9470,1.47019
Cosby_errorbar_bottom,420.9870,178.5190,59.9470,0.98948
Cosby_errorbar_top,432.5830,155.2460,79.9212,1.50000
Cosby_errorbar_bottom,432.5830,182.5980,79.9212,0.90000
Cosby_errorbar_top,441.6200,157.0850,99.9988,1.45966
Cosby_errorbar_bottom,441.6200,184.4370,99.9988,0.85966
Cosby_errorbar_top,450.6570,163.4830,125.1202,1.31931
Cosby_errorbar_bottom,450.6570,183.4770,125.1202,0.88072
Cosby_errorbar_top,457.9350,168.0430,149.8700,1.21928
Cosby_errorbar_bottom,457.9350,184.4370,149.8700,0.85966
