# Ragimkhanov et al., Eur. Phys. J. D 80, 69 (2026), CC BY 4.0, Fig. 1b electron MTCS, vector-path extraction (scripts/build_n_elastic_tables.py). curve: opm = present OPM calculation; wang = Wang et al. 2014 BSR as re-plotted in that figure. E in eV, sigma in a0^2.
curve,E_eV,sigma_a0sq
wang,0.952363,28.7906
wang,0.984402,28.389
wang,0.984402,28.7906
wang,1.04342,28.389
wang,1.05184,27.9528
wang,1.06044,27.9528
wang,1.10597,27.9528
wang,1.1149,27.9528
wang,1.12401,27.5585
wang,1.18175,27.5585
wang,1.1914,27.1741
wang,1.20102,27.1741
wang,1.25156,27.1741
wang,1.2833,27.1741
wang,1.83292,25.6483
wang,1.84924,25.6483
wang,2.39121,24.1734
wang,2.51196,23.8362
wang,2.51196,24.1734
wang,2.53248,23.8362
wang,2.64099,23.8362
wang,2.66256,23.5037
wang,2.66256,23.8362
wang,2.79932,23.1722
wang,2.79932,23.5037
wang,2.82219,23.1722
wang,3.03989,23.1722
wang,3.06472,22.8161
wang,3.06472,23.1722
wang,3.09201,22.8161
wang,3.44258,22.8161
wang,3.4707,22.4979
wang,3.4707,22.8161
wang,4.95667,22.184
wang,5.00127,22.184
wang,7.2009,22.4979
wang,7.44315,22.4979
wang,7.44315,22.8161
wang,7.50394,22.8161
wang,10.5457,22.8161
wang,10.6319,22.8161
wang,14.5707,21.8711
wang,14.6884,21.5351
wang,19.1623,19.1846
wang,19.4748,19.1846
wang,19.6483,18.917
wang,19.9687,18.6531
wang,19.9687,18.917
wang,20.4752,18.3665
wang,20.4752,18.6531
wang,20.9963,18.1074
wang,20.9963,18.3665
wang,21.3388,17.8549
wang,21.3388,18.1074
wang,21.7027,17.8549
wang,21.8799,17.5805
wang,22.0566,17.5805
wang,22.2368,17.3353
wang,22.4348,17.0907
wang,22.4348,17.3353
wang,22.8007,17.0907
wang,22.9849,16.8523
wang,23.1896,16.8523
wang,23.379,16.5934
wang,23.5678,16.5934
wang,23.7798,16.3619
wang,23.9719,16.3619
wang,24.1677,16.1311
wang,24.5798,15.8833
wang,24.5798,16.1311
wang,24.9807,15.8833
wang,33.3887,12.9852
wang,33.6614,12.7857
wang,44.269,10.1454
wang,44.6306,10.1454
wang,45.0281,10.0039
wang,45.3917,9.85019
wang,45.7625,9.85019
wang,46.5429,9.71279
wang,46.923,9.57578
wang,47.302,9.57578
wang,47.6883,9.4422
wang,48.113,9.29712
wang,48.506,9.29712
wang,51.4093,8.7751
wang,51.8293,8.6527
wang,52.2478,8.6527
wang,52.6746,8.53063
wang,53.1437,8.39956
wang,53.5729,8.39956
wang,54.0104,8.28239
wang,54.4466,8.16686
wang,54.9365,8.16686
wang,55.3802,8.05165
wang,55.8325,8.05165
wang,56.3297,7.92794
wang,56.7846,7.81735
wang,57.2485,7.81735
wang,57.7055,7.7083
wang,58.2247,7.7083
wang,58.6949,7.58987
wang,59.169,7.4828
wang,59.6523,7.4828
wang,60.1835,7.37842
wang,60.6695,7.37842
wang,77.1349,5.76572
wang,77.829,5.68529
wang,100.63,4.44266
wang,101.452,4.37999
wang,101.452,4.44266
wang,103.106,4.31889
wang,103.106,4.37999
wang,104.865,4.25253
wang,104.865,4.31889
wang,105.721,4.25253
wang,106.575,4.19321
wang,107.524,4.19321
wang,108.402,4.13406
wang,109.278,4.07639
wang,109.278,4.13406
wang,110.261,4.07639
wang,111.151,4.01376
wang,112.049,3.95777
wang,112.049,4.01376
wang,113.97,3.90194
wang,113.97,3.95777
wang,114.901,3.84198
wang,114.901,3.90194
wang,115.829,3.84198
wang,116.775,3.78839
wang,117.815,3.78839
wang,118.767,3.73555
wang,119.737,3.68285
wang,120.704,3.68285
wang,121.779,3.62626
wang,122.773,3.57568
wang,122.773,3.62626
wang,123.765,3.57568
wang,124.776,3.5258
wang,125.887,3.5258
wang,126.915,3.47606
wang,127.94,3.47606
